2024_Promise,Forecast,Similarity_Score,Historical_Match,Historical_Year,ROUGE_1,ROUGE_2,ROUGE_L,BERTScore_P,BERTScore_R,BERTScore_F1
"We will also make investments in our traditional textile industries to take our indigenous a Policy for Aerospace Manufacturing in the country and try to develop our own passenger We have transformed infrastructure in the past ten years in terms of quality, quantity and reach. industries and designs to the global stage.",Low Confidence: Partial,0.5524,"We will encourage domestic industry to have a larger share in design and production of military hardware and platforms for both domestic use and exports, in a competitive environment.",2014,0.345679012345679,0.050632911392405056,0.2469135802469136,0.7709462,0.79861057,0.7845346
aircraft. Every region of the country is experiencing the benefits of our efforts. We will continue these efforts so that our citizens can realise their full potential in life and livelihood. Lab Grown Diamonds,Low Confidence: Highly Likely,0.5521,"We shall modernize existing and operational Airports, and build new ones especially connecting smaller towns and all tourism circuits. In addition, there is a potential for inland air transportation to various remote and local locations in the country. Such air strips will be developed so that low cost air travelling becomes possible within the country.",2014,0.24719101123595508,0.045977011494252866,0.11235955056179776,0.7780842,0.76617616,0.77208424
"We will strengthen the civil aviation ecosystem by encouraging Maintenance, Repairs and Overhaul (MRO) activities as well as Aircraft Financing and Leasing Activities institutions",Indeterminate,0.4935,"We shall modernize existing and operational Airports, and build new ones especially connecting smaller towns and all tourism circuits. In addition, there is a potential for inland air transportation to various remote and local locations in the country. Such air strips will be developed so that low cost air travelling becomes possible within the country.",2014,0.12658227848101267,0.0,0.0759493670886076,0.7644013,0.76252604,0.76346254
"We will make India the largest producer for lab-grown diamond production, embracing Providing Best in Class Experience in Railways through comprehensive government support programs under the Make in India initiative. cutting-edge technology and sustainable methods to drive economic growth and establish a leading position in the international market. Constructing New Tracks Promoting Ship Building",Low Confidence: Highly Likely,0.5322,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.1875,0.0425531914893617,0.10416666666666666,0.7755473,0.79717344,0.78621167
Setting Up Bio-Manufacturing Hubs We will expand the railway network to increase capacity for passenger as well as cargo transportation.,Low Confidence: Partial,0.5293,Agri Rail network will be established - with Train Wagons designed to cater to the specific needs of perishable Agricultural products like milk and vegetables as well as light weight wagons for salt movement.,2014,0.2962962962962963,0.07692307692307693,0.18518518518518517,0.830338,0.79550666,0.8125492
"Global Manufacturing Hub We will ensure availability of dedicated research, designing and testing facilities across the country to We have constructed 31,000 km railway tracks in the last ten years. We are now adding 5000+ km of new promote shipbuilding under the Make in India initiative. For fostering high-performance biomanufacturing towards promoting a circular economy for green, Under the Make in India programme, manufacturing has emerged as a major economic sector with good tracks every year and will continue to add new tracks at this pace for the next few years. clean and prosperous Bharat by setting up of Bio-Manufacturing Hubs.",Moderate Confidence: Highly Likely,0.6437,We will set up World class Investment and Industrial regions as Global Hubs of Manufacturing.,2014,0.1680672268907563,0.034188034188034185,0.10084033613445378,0.7207323,0.83917236,0.7754559
"success in electronics, defence, mobile, automobiles and more. We will work towards making Bharat a Strengthening Bharat’s Position as Pharmacy of the World Increasing Ticket Availability global manufacturing hub and enhance employment in these crucial sectors.",Low Confidence: Highly Likely,0.5315,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.25974025974025977,0.026666666666666665,0.15584415584415584,0.7728762,0.8106102,0.7912936
We will strengthen Bharat’s position as the ‘Pharmacy of the World’ by boosting the,Low Confidence: Highly Likely,0.5925,"BJP is committed to strengthen self-Governance at the local level and we will empower Panchayati Raj Institutions with extensive devolution of the 3 Fs - Functions, Functionaries and Funds. --- Good performers amongst the Panchayats will be rewarded with additional developmental grants. ---- Strengthen the institution of the Gram Sabha, respecting their inputs and initiatives for development process. ---",2014,0.19718309859154928,0.05797101449275361,0.16901408450704225,0.77219784,0.71276766,0.7412935
"We will significantly increase passenger carrying capacity by 2030 to significantly reduce the waiting list. Becoming Product Nation manufacturing and research capacities of the pharmaceutical sector, especially APIs. Expansion of Kavach Train Protection System",Low Confidence: Highly Likely,0.5755,Develop National logistics network for faster movement of goods.,2014,0.09302325581395347,0.0,0.09302325581395347,0.72474277,0.77668566,0.74981576
"We are a major engineering and design services hub in the world with many complex products being We will expand Research Linked Incentive schemes, encouraging companies to invest in",Moderate Confidence: Highly Likely,0.633,We will set up World class Investment and Industrial regions as Global Hubs of Manufacturing.,2014,0.2727272727272727,0.047619047619047616,0.13636363636363635,0.7840698,0.8235782,0.8033386
